18
958 1763
219 161 802
556 686 272
424 748 628
710 324 480
778 192 705
771 154 897
93 701 480
802 28 235
814 250 936
815 537 224
721 255 873
601 545 508
774 483 44
246 303 690
696 274 618
282 499 262
613 351 46
748 742 334
398 645 292
801 156 469
724 785 793
651 259 985
468 330 698
761 14 521
13 598 711
635 468 70
34 175 436
459 80 363
602 663 84
27 443 298
773 226 596
329 181 700
220 444 456
712 615 414
9 175 900
36 19 776
131 189 344
266 500 928
288 801 551
474 791 859
116 460 165
632 107 627
506 33 630
514 645 405
742 4 985
53 597 785
360 93 944
35 54 679
554 131 603
351 379 112
634 770 801
773 397 105
560 399 356
16 198 61
602 424 227
30 572 460
463 629 301
556 135 746
24 191 644
183 637 318
242 767 104
605 444 127
66 697 214
30 506 66
103 805 541
36 379 406
589 803 710
47 450 210
74 776 552
623 343 138
775 475 887
800 169 595
81 543 994
110 596 587
570 699 720
753 206 910
487 697 942
739 811 219
135 544 443
327 283 841
722 790 196
280 357 894
809 250 435
120 342 931
737 601 767
636 502 28
433 562 231
34 515 714
266 523 482
521 125 824
243 280 206
319 594 369
641 75 401
268 501 308
181 556 371
410 476 77
460 24 737
352 451 376
390 20 616
680 414 725
194 471 965
152 150 55
643 650 793
204 669 282
596 812 105
299 622 125
240 794 716
715 686 677
178 554 384
419 557 473
559 554 315
376 42 306
577 166 776
751 584 119
550 451 726
144 660 119
432 592 916
598 600 347
732 481 340
766 705 413
477 122 310
625 537 991
594 716 498
801 341 809
210 113 731
46 652 686
218 546 459
373 51 677
263 769 293
468 740 540
688 627 71
731 405 236
378 191 349
597 474 420
461 28 854
774 279 544
477 372 985
124 637 449
550 498 649
477 176 920
341 493 875
435 785 222
187 756 970
226 644 378
387 553 829
328 575 129
768 119 789
278 585 705
284 252 427
218 763 389
587 373 27
540 698 434
596 114 555
50 625 896
104 10 701
721 348 253
395 689 263
95 422 357
375 347 432
134 14 10
232 230 282
254 623 382
95 405 581
560 541 201
418 248 380
576 418 679
433 386 420
219 644 326
505 570 480
730 437 815
468 496 63
589 66 746
364 259 379
288 684 963
239 207 414
538 57 532
143 99 484
189 270 742
319 275 494
422 253 897
810 503 74
176 18 636
478 109 948
786 282 90
514 213 106
451 502 178
138 472 705
419 597 107
158 52 18
75 699 588
785 421 444
715 136 374
673 719 984
67 551 135
694 424 200
611 474 847
33 432 923
238 398 626
229 586 554
614 195 579
268 170 596
455 594 368
744 687 843
543 454 817
64 384 284
692 206 452
430 325 532
176 473 23
284 608 24
48 385 667
99 268 773
335 316 167
711 585 485
505 46 652
54 168 273
331 559 331
326 114 42
756 74 502
697 492 668
616 429 345
19 277 730
651 540 614
661 375 583
638 284 347
456 284 454
97 214 533
553 723 64
19 620 514
307 591 497
269 774 139
648 230 627
609 381 648
296 87 420
190 43 351
429 363 382
505 558 670
120 780 75
95 453 997
360 698 561
346 77 813
38 374 602
249 620 465
235 612 313
808 465 617
38 67 310
97 634 698
722 464 728
747 180 723
803 75 253
789 288 655
618 677 289
641 495 389
51 350 170
484 165 83
29 349 203
397 597 452
698 260 406
82 514 693
436 195 295
220 683 939
673 228 98
8 47 516
659 746 258
260 593 959
92 714 897
528 259 577
604 188 864
114 253 44
357 282 880
562 598 212
81 747 438
136 75 778
502 527 794
722 542 467
84 786 356
415 178 270
183 400 103
510 460 431
307 565 196
57 465 980
169 659 911
689 293 328
675 285 602
763 230 35
661 187 370
53 584 526
804 184 924
168 802 308
613 545 247
625 787 409
804 519 817
332 224 906
805 542 474
71 66 585
752 608 441
665 469 969
553 777 140
187 391 481
235 588 325
544 165 589
433 467 844
393 773 89
777 369 731
612 27 223
126 238 529
714 544 250
125 262 778
767 703 69
710 572 303
307 19 412
381 586 320
587 554 381
210 211 209
552 498 213
167 111 627
789 745 861
122 221 548
222 560 791
521 585 892
35 608 226
252 242 221
650 779 242
636 733 154
582 778 736
371 696 572
499 558 756
758 6 122
69 770 235
796 114 134
679 270 763
113 193 325
540 177 794
602 334 606
375 401 840
804 330 837
306 627 899
521 629 590
105 763 165
112 720 30
733 552 970
779 467 792
265 347 56
130 368 325
459 385 453
725 482 717
752 374 958
171 385 182
566 250 566
325 766 509
206 374 286
3 232 828
170 737 269
801 110 301
67 133 344
64 443 12
492 729 828
773 412 31
523 727 741
524 11 617
511 385 808
544 401 573
390 769 425
797 704 321
57 424 12
111 96 313
263 809 678
739 594 833
547 97 819
73 458 362
749 696 102
149 285 787
412 155 750
241 516 583
512 170 514
393 280 642
765 237 610
712 659 806
774 256 272
812 810 770
780 778 63
350 448 972
209 380 333
492 633 445
394 651 59
222 390 588
596 352 7
360 302 884
295 778 213
738 587 130
576 162 29
71 248 574
181 261 6
546 443 704
389 218 393
653 596 587
588 160 765
384 23 217
655 264 992
753 317 72
744 46 874
15 145 22
221 116 604
729 157 872
630 795 531
557 629 172
686 416 897
495 168 176
581 538 596
236 349 528
665 666 735
449 459 312
624 586 746
757 214 189
57 718 823
80 458 34
705 62 332
549 606 245
745 3 484
541 47 527
735 458 331
782 55 881
491 373 247
188 34 327
616 141 602
301 131 720
634 395 846
105 612 131
532 272 393
651 81 42
133 210 527
450 211 172
724 99 61
811 138 251
717 734 869
741 146 677
115 149 712
557 383 603
518 542 120
509 639 38
606 613 339
669 188 934
265 789 418
315 577 655
21 142 301
445 349 34
476 637 525
306 712 608
812 658 972
282 337 7
104 809 816
450 116 409
556 345 307
284 137 791
800 535 244
17 549 924
203 403 870
749 440 960
276 770 201
537 238 580
549 324 127
483 151 567
20 614 122
389 752 186
113 410 557
55 111 867
39 227 556
46 292 37
348 376 527
446 332 421
524 117 677
655 469 956
325 170 363
185 745 236
149 528 714
21 272 663
559 555 793
129 570 96
72 758 656
790 780 417
396 115 747
111 506 856
697 394 53
373 361 490
418 435 168
782 231 40
63 560 300
29 804 821
699 277 86
651 130 403
261 481 859
31 576 615
351 676 870
318 109 483
355 269 879
685 181 683
572 279 196
131 431 62
446 490 520
601 761 239
23 609 582
276 219 11
380 605 610
109 609 755
719 635 668
405 408 734
615 262 451
680 437 231
413 633 189
548 587 481
451 288 372
163 262 289
272 605 668
13 190 308
729 128 937
172 120 637
320 503 950
306 33 453
563 55 213
151 702 997
610 652 733
95 343 920
224 453 157
29 446 280
7 515 162
547 25 650
304 86 374
749 136 570
72 500 149
645 317 44
774 813 802
711 111 97
40 372 597
655 108 794
632 655 481
256 312 393
165 799 705
66 660 518
283 307 573
146 811 451
254 120 483
439 790 731
232 739 359
649 109 76
747 371 353
185 726 761
158 165 276
448 157 757
188 779 219
491 581 764
524 26 297
543 593 989
367 231 453
794 190 965
528 182 583
664 684 371
614 345 641
413 685 650
537 755 461
211 463 663
100 429 744
233 14 336
485 81 52
175 691 503
64 746 726
88 302 881
686 175 625
68 531 242
738 83 222
264 346 272
117 795 444
806 112 568
13 209 453
847 1680
275 375 403
292 684 761
38 403 724
442 825 127
578 120 43
459 555 156
102 323 542
526 90 186
586 307 823
103 707 956
2 480 789
364 361 990
314 167 684
842 350 369
622 75 176
13 199 12
354 838 432
762 823 858
490 188 495
667 427 405
487 655 452
281 497 583
814 314 837
567 748 440
503 288 682
253 699 775
185 408 88
369 579 464
532 510 981
782 327 955
162 793 173
96 299 194
373 275 377
240 585 369
644 269 416
299 635 668
137 738 132
661 461 770
586 202 418
740 384 611
712 738 356
670 516 505
478 371 413
776 455 93
205 296 593
164 442 728
465 663 838
109 367 97
694 346 174
621 350 349
271 488 174
485 617 4
101 353 235
514 148 117
411 466 504
356 591 75
332 599 962
642 712 314
288 46 40
202 430 541
682 136 942
773 551 325
118 698 661
525 193 688
157 836 701
364 119 836
817 114 852
172 710 115
238 125 422
751 170 510
453 541 548
133 595 807
594 173 576
7 410 175
765 510 199
115 603 403
48 605 399
201 216 698
300 328 990
137 646 957
339 734 923
559 694 719
554 675 397
452 825 761
669 171 562
738 24 829
323 289 128
627 592 996
339 769 696
157 127 374
350 83 535
796 437 813
424 311 855
516 195 987
550 551 985
574 764 784
558 135 334
488 521 230
489 322 124
671 136 874
357 625 328
270 399 588
355 353 1
636 501 645
385 107 372
546 568 332
46 431 699
666 110 978
146 425 908
50 316 595
225 365 908
131 710 344
617 136 799
480 566 988
255 477 569
285 765 381
770 124 690
406 147 873
313 546 64
498 640 682
300 544 35
304 73 137
225 490 626
183 258 153
717 772 329
91 365 297
164 221 679
729 581 144
737 35 897
47 695 523
630 444 958
221 674 890
570 482 536
477 181 905
574 551 106
465 580 406
541 627 109
687 847 283
232 405 654
352 528 175
204 659 385
37 166 219
122 45 685
648 722 169
119 677 358
389 139 692
360 351 243
588 534 875
642 31 920
219 798 708
456 184 423
161 496 390
726 406 8
306 599 802
300 395 971
474 265 183
597 475 325
579 157 579
383 356 975
84 235 408
193 88 32
733 217 469
106 171 285
595 567 670
811 610 24
542 775 226
375 62 458
120 106 233
443 178 173
436 487 168
51 499 908
377 304 966
278 334 193
665 572 40
304 718 913
212 286 633
641 256 121
100 675 381
274 110 877
436 118 821
824 101 990
819 247 718
475 355 359
16 36 793
58 77 230
251 340 305
194 19 508
447 733 834
168 495 916
449 142 779
233 780 792
240 628 415
589 229 736
646 108 672
10 378 561
47 556 448
847 143 972
138 24 546
74 476 93
125 688 989
563 843 639
545 386 666
237 35 30
762 31 601
85 135 539
494 828 291
769 186 399
166 487 618
443 745 772
344 457 67
843 466 653
687 737 921
45 777 369
375 369 562
739 417 694
327 458 6
578 286 302
4 763 948
480 130 856
690 189 687
717 809 194
781 839 817
39 400 652
682 773 976
481 190 420
124 122 224
753 384 300
256 632 560
208 18 66
768 347 871
577 595 532
757 416 503
17 378 709
20 793 211
118 36 659
684 777 152
487 66 68
557 354 149
198 509 730
837 752 597
776 674 382
301 116 599
144 800 611
740 334 503
462 519 14
576 764 811
444 562 475
432 221 432
153 409 946
288 143 173
504 456 757
476 794 277
204 323 991
387 157 493
547 758 827
630 306 291
152 509 684
645 644 397
263 520 335
776 292 727
154 67 470
424 847 661
296 847 814
498 565 7
663 55 381
846 81 992
353 836 50
364 548 939
254 530 542
613 122 84
412 148 393
40 229 878
620 627 447
495 112 761
581 390 331
136 464 758
366 60 823
18 427 652
28 71 108
329 114 962
352 14 354
456 668 968
241 474 593
706 11 449
550 343 12
286 785 246
442 435 758
464 717 211
123 704 203
769 96 176
561 608 392
767 645 518
44 258 308
148 46 601
180 271 944
188 817 359
279 383 550
597 183 746
614 804 407
572 173 271
809 363 931
599 138 772
182 460 603
343 588 150
833 285 593
183 342 303
36 156 781
254 550 498
68 214 985
360 261 124
709 304 304
361 90 570
42 755 209
359 341 356
158 474 650
540 691 26
546 696 60
418 420 949
829 72 228
222 616 766
300 156 49
28 628 26
455 109 564
28 727 872
699 27 763
828 271 685
550 47 886
439 199 360
308 66 376
666 237 55
839 129 184
802 618 82
277 285 454
738 91 124
834 341 424
411 390 558
34 222 536
699 689 971
651 847 466
381 126 933
315 302 482
571 137 655
150 152 422
427 63 399
328 719 89
192 267 284
329 669 321
49 206 55
612 594 493
544 403 385
140 635 81
820 813 998
42 740 877
66 801 975
334 641 986
156 314 538
29 301 313
674 595 458
570 639 131
20 344 820
508 620 222
254 489 124
463 443 329
754 749 455
36 87 33
84 520 241
847 87 977
334 809 414
120 240 388
143 379 890
341 343 684
143 534 264
226 37 231
694 670 58
348 34 309
169 534 528
414 128 342
383 393 472
73 344 16
724 548 164
502 662 791
562 66 376
131 754 248
124 403 367
719 37 91
672 630 52
31 665 43
644 620 480
812 457 137
358 828 194
607 78 426
303 531 64
41 56 195
802 221 466
217 374 478
496 228 316
6 320 775
696 568 8
419 817 903
82 115 55
479 101 262
580 830 201
373 364 396
347 793 571
562 147 219
798 481 497
370 173 419
202 359 783
408 356 353
750 49 754
144 319 698
749 527 654
735 177 666
839 511 436
122 229 486
466 235 131
58 617 353
813 549 196
754 269 387
718 236 256
462 822 598
40 356 561
311 144 796
658 377 337
562 706 199
619 683 382
596 626 275
260 125 438
261 602 601
666 190 474
33 548 892
243 372 611
509 690 118
589 655 671
796 381 957
445 799 648
4 78 908
376 336 355
121 169 22
492 762 755
20 371 50
782 319 951
362 169 342
403 424 443
423 617 418
619 800 583
146 160 604
393 240 95
834 812 266
593 489 658
709 398 681
634 374 327
723 726 470
774 137 97
815 744 109
243 647 60
725 633 762
615 27 891
558 458 292
215 570 396
805 582 591
116 61 910
382 516 201
151 175 875
241 744 308
770 568 698
694 147 524
176 399 250
272 549 447
110 468 942
352 741 229
414 575 528
444 740 973
439 776 578
157 300 15
278 337 509
222 272 479
260 676 162
14 784 248
164 742 276
439 23 106
345 452 844
718 843 39
210 491 63
546 651 881
460 139 839
308 626 766
340 433 89
625 321 477
520 150 160
307 254 944
1 143 66
110 101 676
123 354 336
443 551 283
397 700 656
790 207 493
123 105 1000
815 764 971
641 775 874
753 167 284
550 195 806
683 198 715
164 96 265
308 571 752
390 72 593
41 148 682
92 228 548
159 476 338
34 599 553
269 782 143
334 712 498
761 623 375
746 32 242
28 502 285
810 555 43
785 210 507
222 142 355
668 801 43
482 409 584
847 284 187
828 83 183
823 394 332
85 46 342
209 143 368
73 494 771
400 715 543
164 501 939
312 724 330
494 831 889
397 706 701
647 192 378
51 619 479
556 123 191
181 414 514
450 276 193
60 77 4
485 675 424
396 121 470
532 699 663
650 662 602
354 17 956
747 501 626
9 193 801
291 394 228
548 768 454
473 315 109
163 385 336
691 660 751
22 85 572
290 570 659
366 752 541
93 308 453
651 362 768
562 40 892
455 305 459
242 454 370
199 548 699
101 775 66
753 207 97
102 537 757
538 502 385
728 468 655
829 639 761
388 30 177
105 679 30
533 189 995
499 432 198
289 456 1
611 633 414
175 322 696
439 567 872
201 325 643
17 666 187
835 403 118
297 482 447
369 19 613
134 8 1000
173 574 963
653 325 431
95 543 306
54 225 709
801 841 394
356 548 801
844 273 361
778 606 315
259 135 897
56 501 759
43 179 374
461 504 619
232 660 839
484 698 766
786 127 993
667 835 198
680 292 216
404 772 344
265 119 21
554 438 398
598 743 254
442 732 560
21 225 794
558 819 945
587 296 741
94 846 97
754 38 364
120 750 319
780 569 848
325 471 778
336 693 967
228 446 63
281 557 922
277 707 13
666 427 671
225 354 425
146 339 340
407 592 314
429 465 912
457 679 647
443 581 210
775 653 90
218 825 925
152 235 187
235 785 913
722 667 672
115 552 391
596 434 161
761 329 598
447 115 811
257 82 676
644 318 774
514 785 984
616 236 633
610 609 663
556 131 142
726 676 298
657 362 865
80 624 504
18 166 122
50 231 140
24 193 104
141 822 360
765 216 736
538 120 132
816 497 911
487 101 474
702 114 891
627 176 994
362 648 339
613 460 412
250 609 127
461 272 734
787 415 803
264 173 407
680 236 845
122 547 576
637 19 891
307 701 661
722 574 267
399 669 240
54 622 367
451 477 838
329 644 867
258 326 110
511 810 578
69 756 26
250 791 927
649 192 998
140 764 157
723 634 857
553 239 594
436 282 476
669 543 909
454 77 17
317 699 525
71 152 679
64 311 576
598 269 592
170 111 812
161 743 544
769 352 169
346 56 172
724 93 764
122 153 983
713 539 56
812 738 750
116 823 701
231 812 124
805 715 961
823 814 20
295 384 117
774 182 421
319 435 733
528 216 176
771 793 343
728 305 833
662 808 367
61 793 336
263 421 442
85 758 487
722 457 688
390 18 677
243 361 82
683 131 117
316 652 415
436 645 901
407 758 228
40 153 804
811 234 721
238 260 179
844 553 940
846 605 807
67 220 507
544 728 101
159 407 853
298 128 997
239 60 436
56 426 563
747 214 441
39 273 558
271 631 923
216 241 50
837 199 72
90 711 927
640 399 708
697 440 934
530 749 267
564 42 615
609 271 290
346 754 75
445 477 421
846 200 825
296 347 45
646 597 863
825 141 901
708 388 907
477 331 347
218 495 206
537 463 246
700 352 424
120 496 597
471 625 319
380 529 611
821 817 27
416 153 401
88 802 116
404 333 11
206 342 690
698 163 531
185 260 207
720 818 636
496 439 178
9 249 38
415 211 327
580 386 665
833 345 71
585 659 816
846 547 60
635 50 265
112 703 224
546 28 467
613 327 657
835 446 852
194 586 487
248 824 396
561 91 606
19 103 199
541 138 334
586 410 986
469 738 955
677 545 593
453 518 2
622 339 377
17 151 999
211 609 247
170 235 184
638 145 729
146 67 979
187 786 199
639 484 763
458 532 191
429 190 982
823 414 831
72 791 550
368 33 701
596 447 892
25 836 950
608 277 267
697 258 81
433 215 186
841 433 804
694 101 950
807 428 109
719 4 767
463 4 566
307 288 772
470 509 28
408 194 455
743 703 639
104 119 301
712 428 278
702 497 60
304 839 925
522 661 568
190 663 468
783 618 724
340 396 758
197 171 333
141 825 481
406 426 445
658 194 508
19 656 915
201 462 173
168 226 53
249 465 638
543 548 228
296 575 880
481 708 443
218 1 183
353 293 607
465 141 924
456 276 163
350 379 575
594 272 616
633 672 803
596 117 392
186 107 700
694 711 871
764 432 581
128 94 735
579 494 538
410 356 513
431 49 185
451 411 70
683 326 906
391 738 107
570 473 424
722 530 706
441 327 675
401 765 779
691 358 225
100 447 948
827 796 513
727 722 292
313 570 126
238 796 88
4 379 71
511 20 357
652 818 966
699 723 393
597 739 644
179 26 505
660 485 694
454 738 186
697 823 225
7 518 986
577 727 424
223 203 901
100 26 866
461 755 397
83 327 792
819 826 586
718 544 432
565 354 50
652 37 242
633 835 194
699 496 138
520 524 967
637 232 775
836 405 230
340 695 729
7 637 680
5 59 277
499 738 303
822 840 595
288 835 982
560 392 252
655 438 344
430 382 5
770 588 243
117 58 139
749 290 739
433 7 318
725 92 681
390 493 380
10 452 208
361 480 901
184 537 969
753 150 353
632 154 482
606 512 525
766 414 801
273 125 598
760 257 514
86 306 686
747 281 527
212 67 915
397 678 17
445 482 937
574 69 554
86 228 751
717 394 696
337 139 341
440 90 29
355 714 968
496 384 804
750 286 677
257 730 308
189 169 137
753 588 108
379 332 173
443 267 868
139 505 990
612 845 901
500 255 549
526 742 184
805 253 9
359 448 570
339 168 629
644 769 772
273 15 5
652 413 992
610 545 655
619 608 87
397 634 518
614 361 866
712 159 418
661 375 880
108 164 65
329 276 34
229 601 118
240 614 655
247 836 225
85 131 483
372 737 380
123 766 445
482 27 164
535 129 40
431 827 834
188 218 981
636 444 370
204 721 145
819 657 863
18 290 654
227 674 123
302 610 831
362 416 539
843 508 869
21 145 810
158 704 694
605 387 49
709 63 106
758 798 326
122 754 705
771 428 595
604 296 513
112 204 436
653 654 623
329 801 959
422 542 872
613 795 538
818 326 734
521 166 547
373 621 917
32 802 404
465 675 45
528 259 677
204 571 508
684 128 649
804 716 594
466 83 621
183 29 77
482 630 752
577 38 914
313 779 683
135 218 398
323 722 879
424 238 783
198 79 712
769 237 708
106 315 778
431 702 250
566 229 980
570 383 320
107 246 140
629 780 339
112 477 391
214 750 796
2 432 752
74 532 776
591 369 146
14 588 971
29 660 280
594 200 719
332 787 863
11 169 738
412 34 104
747 52 144
593 480 994
802 647 57
355 180 59
771 722 336
339 274 891
54 140 997
492 611 959
560 818 508
160 475 177
44 586 907
460 750 302
792 793 739
434 781 338
581 606 482
261 218 277
841 579 497
395 92 657
472 29 304
637 522 382
88 743 785
182 675 70
201 350 365
783 494 517
652 557 758
401 356 245
537 663 19
602 153 577
410 406 353
542 563 586
465 751 818
759 324 694
679 600 108
117 124 261
215 733 845
63 489 696
690 260 241
749 707 676
695 844 508
568 479 415
536 367 126
58 496 779
583 17 975
363 804 756
821 71 416
494 436 167
184 567 534
447 239 671
722 510 564
260 387 329
308 490 256
754 212 798
731 308 121
637 8 603
352 483 845
107 744 718
794 47 157
601 273 235
580 433 713
687 145 695
561 244 277
302 566 324
792 8 135
102 343 313
446 38 894
740 120 751
11 303 71
714 424 663
639 603 111
484 543 435
235 226 938
589 206 695
522 224 100
529 656 373
164 676 537
704 485 357
131 614 629
459 743 219
816 126 184
589 299 184
367 287 638
195 489 998
55 729 859
812 842 974
705 742 745
338 54 420
679 283 340
409 715 834
450 80 494
454 396 510
14 783 380
803 633 534
529 465 433
126 639 49
448 805 710
48 274 104
608 739 534
724 462 687
609 539 337
844 108 48
687 664 298
410 750 394
275 394 529
713 704 810
533 2 299
792 73 373
215 269 1
656 775 299
618 623 334
268 366 277
261 256 607
310 517 206
216 502 176
328 100 239
340 707 706
832 412 302
594 181 531
119 387 842
47 816 279
142 600 387
837 487 842
782 223 700
826 602 917
483 616 548
264 763 32
276 792 899
787 230 946
798 201 824
401 675 839
140 656 39
686 680 202
254 459 440
621 230 820
640 777 851
201 103 377
452 543 203
514 414 854
257 136 747
4 796 775
363 172 762
761 794 971
667 829 376
290 167 118
685 134 988
300 359 511
206 318 314
212 313 708
840 611 121
337 190 710
490 240 507
666 756 240
569 745 883
112 808 871
192 726 851
566 326 170
533 209 556
259 83 981
623 88 319
29 126 687
258 627 120
46 200 122
186 629 586
294 723 789
493 285 315
256 111 720
162 130 258
571 504 643
91 314 29
510 645 208
54 752 850
808 733 914
729 24 544
842 629 212
115 333 193
629 226 532
682 181 654
552 463 388
287 727 240
282 317 115
274 228 790
176 403 360
393 95 59
576 787 278
366 748 494
416 76 121
85 458 819
155 173 653
582 753 805
490 361 668
60 550 633
649 830 715
368 173 568
271 426 255
124 811 619
44 402 382
535 457 151
662 51 340
826 154 307
33 36 896
489 231 470
308 416 368
821 22 31
32 10 682
453 716 413
478 771 46
704 437 166
651 184 91
803 281 654
506 428 990
844 12 654
79 587 331
774 396 439
582 385 772
460 118 959
130 668 252
388 182 225
779 627 103
677 343 634
23 816 367
444 98 327
111 90 249
105 579 3
649 568 539
459 826 701
333 644 552
643 413 874
805 115 219
154 580 375
498 263 317
156 229 155
56 217 729
787 736 536
817 558 362
729 696 411
214 738 118
85 189 582
47 199 869
819 192 668
47 460 865
370 645 213
715 782 442
603 350 398
1 313 73
200 302 434
119 672 17
122 575 124
538 101 505
432 526 186
266 539 944
670 25 448
140 705 979
125 383 329
549 764 746
290 223 615
288 68 632
132 327 522
584 263 130
337 25 269
276 737 789
58 38 538
378 387 338
284 165 1000
580 214 775
264 750 511
406 667 905
560 251 613
773 631 353
54 388 184
667 391 808
459 499 597
231 514 881
749 90 468
748 129 333
563 827 303
755 77 591
670 75 977
450 40 548
636 332 509
403 350 736
525 494 220
393 756 907
636 743 56
697 599 605
266 563 257
14 58 938
607 274 513
490 30 900
374 600 888
519 84 621
535 374 275
126 293 578
195 69 393
612 321 339
161 291 697
781 52 496
359 75 714
11 488 981
571 273 171
313 798 783
648 847 971
580 261 665
171 80 393
780 515 617
497 375 922
308 283 19
282 491 873
140 6 278
811 549 431
705 366 81
229 296 645
285 664 845
331 31 857
795 143 164
89 543 642
23 69 55
726 776 507
171 682 922
399 66 971
35 78 845
283 204 302
3 605 164
785 13 435
506 698 875
789 482 734
506 122 243
39 444 162
827 589 785
451 459 214
72 354 445
713 582 418
475 755 477
54 249 786
541 359 856
227 668 6
717 750 764
44 530 119
821 174 627
518 98 606
69 797 12
64 419 396
826 183 836
636 370 825
276 191 445
107 169 90
326 826 87
762 565 525
155 326 754
43 768 414
597 301 302
438 827 782
540 612 632
732 408 94
228 574 635
445 436 173
486 561 58
17 328 332
213 522 249
683 533 293
302 827 663
492 726 11
608 818 908
737 387 491
634 585 259
786 641 506
38 823 709
38 158 820
554 710 649
845 801 61
525 735 61
119 11 806
193 38 918
617 74 469
162 124 53
627 372 207
807 798 514
230 494 911
832 151 326
120 709 399
743 529 914
353 244 818
769 96 482
500 20 129
433 124 794
82 499 742
427 57 939
282 248 862
51 715 182
441 721 177
113 270 38
133 824 46
87 482 491
188 191 923
244 74 487
713 771 119
153 291 281
405 411 70
305 55 146
425 32 126
780 321 710
556 492 848
284 318 199
114 574 337
375 65 385
324 510 785
595 741 469
390 391 696
628 433 52
165 718 499
830 225 606
336 373 765
569 10 760
761 589 389
705 194 247
89 289 759
516 280 463
172 762 114
676 346 12
80 298 850
629 3 375
512 69 438
681 570 921
385 123 615
172 439 114
180 553 204
684 845 399
607 714 664
553 232 839
241 506 830
6 242 527
12 506 971
243 251 196
564 3 722
55 340 966
441 800 441
357 589 825
673 520 693
518 574 937
102 399 581
846 334 812
770 554 594
821 800 217
136 396 310
710 26 141
356 563 975
550 10 353
588 18 401
93 242 303
212 714 449
752 26 123
570 122 330
815 767 962
219 84 117
745 587 121
179 695 489
580 666 930
551 370 836
26 53 565
149 105 856
124 356 260
398 571 304
726 426 717
734 792 262
141 750 132
579 806 913
250 304 541
469 164 34
114 110 938
81 100 863
507 617 967
109 409 657
423 191 176
360 711 180
372 431 315
414 355 479
627 247 599
642 516 357
563 320 561
489 530 415
767 277 424
845 151 777
115 297 236
361 467 262
709 806 225
648 411 71
808 190 790
195 844 178
710 481 74
96 623 244
297 564 355
769 637 333
811 604 157
65 436 971
92 79 225
696 674 507
162 354 506
358 763 804
705 361 666
7 513 410
399 401 378
536 220 588
812 758 295
209 460 174
147 469 60
65 92 240
560 686 490
626 538 56
188 363 520
803 629 137
580 327 627
658 526 274
481 401 940
817 38 717
750 494 276
21 761 253
785 42 583
417 747 487
61 83 409
555 11 933
267 833 474
501 299 197
817 533 241
835 390 416
486 835 503
670 521 971
186 374 192
341 816 944
23 462 828
431 300 203
313 327 202
420 166 386
572 62 667
737 546 931
54 426 605
315 279 397
119 25 400
761 334 26
31 257 1000
425 757 823
590 97 510
275 325 748
765 115 422
72 165 804
4 465 794
332 322 556
72 531 175
467 838 861
245 471 709
775 70 827
841 812 913
253 418 906
806 493 79
709 800 230
408 658 54
113 740 360
34 713 523
690 172 760
289 10 151
385 690 747
147 781 648
9 312 620
67 34 130
780 319 335
446 348 172
742 163 222
199 292 517
730 6 682
684 627 514
822 449 425
566 536 224
95 653 319
447 368 127
198 397 544
748 735 665
636 516 725
558 40 913
228 583 725
247 672 598
639 242 119
538 203 339
111 485 594
632 315 542
336 443 800
375 114 745
681 33 279
287 136 647
47 496 349
547 517 793
822 163 758
83 262 741
69 64 338
252 55 240
483 156 408
318 363 200
409 646 423
464 251 198
327 332 190
79 351 284
230 242 243
232 403 896
486 520 107
562 146 675
506 650 605
682 574 755
389 745 580
711 278 205
661 448 709
128 153 906
161 792 556
87 62 895
475 205 952
575 729 549
671 222 735
239 577 291
188 326 734
221 205 85
805 594 937
458 554 545
271 790 800
331 255 305
657 659 158
349 119 176
156 239 723
843 630 465
349 725 124
538 400 172
414 164 184
255 825 207
613 337 844
800 798 624
763 304 352
399 582 626
118 182 188
744 434 123
342 158 58
261 258 296
250 295 207
107 140 973
177 558 185
279 228 684
784 510 12
179 512 723
140 288 625
301 776 368
555 49 255
837 371 44
603 192 29
163 683 593
554 667 649
757 281 833
312 233 809
303 241 491
332 128 706
283 686 758
352 105 327
518 39 486
338 482 138
248 824 897
531 823 408
416 557 800
488 105 867
671 261 125
198 607 520
50 431 979
293 76 402
347 831 622
190 498 320
156 633 637
738 827 255
373 361 736
396 493 549
412 445 560
346 477 941
414 70 277
809 29 733
117 159 70
572 495 148
830 227 978
62 810 249
183 314 221
765 610 38
741 779 11
701 271 202
697 420 935
193 476 141
946 1613
120 651 312
396 11 193
17 633 395
603 730 275
212 869 139
16 920 669
705 669 566
416 863 460
550 802 314
698 726 834
302 368 511
9 55 38
522 605 331
136 55 498
297 105 763
732 48 814
441 436 762
210 498 1000
363 297 966
285 605 532
778 123 618
197 652 135
288 600 52
588 404 166
637 669 891
469 114 260
836 186 376
920 923 183
642 780 901
317 6 310
242 404 645
471 411 856
247 132 993
197 387 758
132 639 512
132 369 912
295 94 699
132 772 757
778 636 671
633 750 232
834 608 727
667 348 778
358 733 371
16 193 980
163 602 66
552 154 822
266 794 432
869 927 693
773 938 883
566 888 556
259 431 104
758 48 181
235 452 294
293 352 64
444 447 607
379 36 712
762 77 721
4 400 563
810 260 655
270 254 96
338 875 258
547 379 397
453 293 100
755 715 827
15 282 30
264 469 504
184 90 575
722 86 115
705 219 725
889 785 583
435 583 663
303 445 414
16 85 304
432 267 296
357 346 356
576 556 380
14 708 595
